广州_马场_AGCF5,2018-06-01 02:11:27,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:11:41,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:11:56,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:12:44,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:13:17,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:14:21,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:14:33,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:15:05,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:15:38,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:16:06,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:16:23,ZX-CSCF,省NOC,2
广州_环市西_MGCF2,2018-06-01 02:16:39,ZX-MGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:17:08,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:18:38,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:19:14,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:19:29,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:20:17,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:21:03,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:21:20,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:22:24,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:22:57,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:23:41,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:23:59,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:24:11,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:25:02,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:25:49,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:26:33,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:27:20,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:27:47,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:28:15,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:28:50,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:29:21,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:30:05,ZX-CSCF,省NOC,2
广州_环市西_MGCF2,2018-06-01 02:31:40,ZX-MGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:32:59,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:34:03,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:34:20,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:34:50,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:35:00,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:35:20,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:35:33,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:35:50,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:36:21,ZX-AGCF,省NOC,3
广州_电信大厦_IMGW3,2018-06-01 02:50:38,ZX-IMGW,广州,4
广州_马场_ICSCF3,2018-06-01 02:37:41,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:38:14,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:38:59,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:39:14,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:39:47,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:40:50,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:41:37,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:41:53,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:42:38,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:43:10,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:43:26,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:43:43,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:43:59,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:44:14,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:45:32,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:47:50,ZX-CSCF,省NOC,2
广州_马场_ICSCF3,2018-06-01 02:48:38,ZX-CSCF,省NOC,2
广州_马场_AGCF5,2018-06-01 02:49:22,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:49:37,ZX-AGCF,省NOC,3
广州_马场_AGCF5,2018-06-01 02:50:08,ZX-AGCF,省NOC,3
广州_马场_ICSCF3,2018-06-01 02:50:59,ZX-CSCF,省NOC,2
